Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Tum,Hindi,2.4,2 h 21 min,2004.0,18+,"Kamini craves for affection from her husband, who has no time for her. Her life changes when Jatin, a photographer, befriends her and later becomes obsessed with her."
Tingu Rangadu,Telugu,5.6,1 h 44 min,1982.0,NR,"Tingu Rangadu is a 1982 Indian Telugu movie directed by Tatineni Prasad. The film stars Chiranjeevi, Geeta and Nutan Prasad in lead roles. Music of the film was composed by K. Chakravarthy."
Kabrastan,Hindi,3.7,1 h 51 min,1988.0,NR,"A married man has an affair with a married woman in this woman's house. When the woman's husband unexpectedly shows up with a bottle of acid, which he plans to throw on his wife's face, disfiguring her for life. The woman's lover quickly responds by taking out a gun and shooting at the bottle of acid, which is smashed and lands on the husband's face, disfiguring him. The man than shoots the ..."
A Boy Called Sailboat,English,6.8,1 h 26 min,2018.0,13+,"A Hispanic family find hope in their extraordinary son named Sailboat when a personal gesture awakens a global desire. Armed with a ""little guitar"", Sailboat leads an offbeat cast into the miraculous story of the greatest secret never told."
Kabaddi - Once Again,Punjabi,6.6,2 h 40 mins,2012.0,13+,"Shingara Singh, a village boy, dreams to take the sport 'Kabbadi' to the international level. However, his dream is shattered when he learns about match-fixing and use of illegal drugs in the sport."
Perfect Stranger,English,5.7,1 h 48 min,2007.0,18+,"When her friend's affair with married ad exec Harrison Hill (Bruce Willis) ends in the woman's murder, investigative reporter Rowena Price (Academy Award® winner Halle Berry; Best Actress, Monster's Ball, 2001) vows to bring the killer to justice. Suspecting Hill of the crime, she goes undercover by posing as two highly alluring women: Katherine, a sexy temp who works within hi..."
Shesh Theke Shuru,Bengali,4.8,2 h 16 min,2019.0,All,"On a flight to London,Dhaka based businessman Mahid Sheikh meets and falls for Pujarini,a charming research scholar from Kolkata. Everything seems to be going well for the couple ,until dark secrets from Mahid's past threaten to resurface and shatter their peaceful world."
Buddha Mil Gaya,Hindi,7,2 h 18 min,1971.0,All,"Two men, who have sheltered a millionaire, get drawn into a web of conspiracy."
REDLINE,Hindi,4,1 h 32 min,2007.0,16+,"A gorgeous young automobile fanatic--and front to the hottest unsigned band on the West coast--finds herself caught up in illegal drag-racing competitions organized by exotic car fanatics. The movie features a Phantom Rolls Royce, Lamborghini Murcielago, Enzo Ferrari, Ferrari F430, Ferrari Scaglietti and two Mercedes SLR McLaren AMGs."
Spider-Man 3,English,6.2,2 h 19 min,2007.0,13+,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
Talav,Marathi,8.3,1 h 52 mins,2017.0,13+,"Sidhu, a young and helpful man, yearns to become a collector to fulfil his mother's dream. He falls in love with Kadambari and all goes well until Dhananjay, an evil man, enters their lives."
PINK,Hindi,8.1,2 h 10 min,2016.0,13+,"After being molested, Minal, along with her friends, tries to file an FIR against a politician's nephew. When the subsequent case gets rigged, Deepak, a retired lawyer, helps them to fight the case."
Dia,Kannada, 8.1,2 h 15 min,2020.0,All,"Dia tells the story of a young, introvert girl whose routine life brightens up when she falls for Rohith, one of her fellow college mates. Being an introvert girl and trying to express her love becomes the biggest challenge of her life."
Bhamane Satyabhamane,Telugu,7.9,2 h 38 min,1996.0,All,"Madan (Kamal Hasan), falls in love with Janaki (Meena) and marries her against the wish of Janaki's father Viswanadha Sastry, a wealthy brahmin. Later, unable to cope up with a middle-class life, Janaki takes a divorce along with the custody of their daughter Bharathi. Madan comes across an ad for a nanny given by Viswanadha Sastry and decides to dress up as a woman to become Bharathi's nanny."
Deewana Main Deewana,Hindi,2.4,1 h 47 min,2013.0,All,"Deewana Main Deewana Is A  Hindi Romantic Comedy Movie, Directed By K. C. Bokadia, Starring Govinda, Priyanka Chopra And Kader Khan In The Lead Roles. Basant And His Friend Vasant Fall In Love With Priya, Each Unaware Of The Other's Feelings. However, Things Get Complicated When They Learn About Each Other's Emotions."
Putham Pudhu Kaalai,Tamil,6.9,2 h 9 min,2020.0,16+,"Putham Pudhu Kaalai is an anthology that brings together 5 of the most celebrated directors in Tamil cinema – Sudha Kongara, Gautham Menon, Suhasini Mani Ratnam, Rajiv Menon, and Karthik Subbaraj, featuring stories of love, new beginnings, second chances, and a glimmer of hope – set and filmed in the times of the COVID-19 lockdown."
Cocktail,Bengali,5.9,2h,2017.0,13+,A Bangla comedy about a man lying about being married to get a house on rent. What happens when his dreamgirl appears?
Troy,English,7.3,2 h 42 min,2004.0,18+,"In ancient Greece, passion of 2 of history’s most legendary lovers, Paris Prince of Troy and Helen Queen of Sparta, ignites a war that will devastate a civilization."
Chhoti Si Baat,Hindi,8.3,1 h 53 min,1975.0,All,"A mild-mannered accountant, Arun Pradeep (Amol Palekar) is infatuated with pretty young Prabha Narayan (Vidya Sinha), but his withdrawn nature prevents him from asserting himself. When the slick Nagesh Shastri (Asrani) sets his sights on Prabha, Arun realizes that he has to make a move soon or risk losing her. In order to get a crash course in romance, he enlists the help of love expert Col."
Charlie and the Chocolate Factory,Hindi,6.6,1 h 54 min,2005.0,All,"Take an unforgettable, uniquely magical journey through director Tim Burton's deliciously delightful, whimsically wonderful world of Charlie And The Chocolate Factory."
U Me Aur Hum,Hindi,5.9,2 h 42 min,2008.0,NR,"Ajay is on a cruise with his friends and is having a whale of a time when he finds Pia, a crew member, and time stands still. It is love at first sight for him. They soon get married and their marriage flourishes until one day their world comes crashing down when Pia is diagnosed with Alzheimer's disease spiraling their life in a frenzy. Will their love survive this catastrophe?"
Scouts Guide to the Zombie Apocalypse,English,6.3,1 h 32 min,2015.0,18+,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes. When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead."
Haripada Bandwala,Bengali,4.4,2 h 19 min,2017.0,13+,A Bengali romcom about a musician who plays in a wedding band. What happens when he is kidnapped by a mafia don?
Legend,English,6.9,2 h 11 min,2015.0,18+,Identical twins Reggie and Ronnie Ray rise through the ranks of the criminal underworld to become two of England's most dreaded gangsters.
Man of Steel (2013),Tamil,7,2 h 22 min,2013.0,13+,"A young boy learns he has extraordinary powers and is not of this Earth. As a young man, when the world is threatened, he must emerge as a hero and the symbol of hope for all mankind."
Eedu Gold Ehe,Telugu,4.6,2 h 15 min,2016.0,13+,"Bangarraju,  an orphan, brings bad luck to the employer he works for. His employer in Vijayawada sends him to Hyderabad just to avoid his presence.  A gang is after Bangarraju as he looks exactly like Sunil Varma, and they seek to know information about some idols that are hidden somewhere. How Bangarraju lands in trouble due to his similarities with Sunil Varma is what this film is about."
Kaun Sachha Kaun Jhootha,Hindi,5.9,2 h 10 min,1997.0,13+,"Sapna, a Psychiatrist, falls in love with her patient Karan. When Karan gets normal, he asks Sapna to get married. But she disapproves of this relationship. What could be the reason?"
Into The Wild,English,8.1,2 h 28 min,2007.0,18+,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness."
Aishwarya,Kannada,5.3,2 h 15 min,2006.0,NR,"Abhishek falls in love with a struggling model. But one unfortunate accident sets them apart and he is made to believe that she dumped him. Devastated, his love turns into hatred for all the women. But he soon falls head over heels in love with the new assistant manager in his uncle’s office. But before he could express his feelings to her, Abhishek learns that she’s about to be engaged to s ..."
Wrath of the Titans,Hindi,5.7,1 h 39 min,2012.0,13+,"When the gods are in danger of being overthrown by the Titans, Perseus embarks on a treacherous quest into the Underworld to rescue Zeus, overthrow the Titans and save mankind."
Kushi,Telugu,7.4,2 h 56 min,2001.0,All,Kushi shows how the lives of two persons Siddhu (Pawan Kalyan) and Madhu (Bhumika) are entwined and how they fall in love and quarrel tooth and nail while still liking each other a lot. Both of them have to keep their quarrels aside and work together to help their friends Babu and Shanti to get married against Shanti's father's wish.
Street Fighter: Assassin's Fist,English,7.4,1 h 40 min,2014.0,16+,"Can their destiny be changed, or will history repeat itself? The boys are, unknowingly, the last practitioners of the ancient fighting style known as ""Ansatsuken"" (Assassin's Fist). The film follows them as they learn about the mysterious past of their master, Goken, and the tragic, dark legacy of the Ansatsuken style."
Cold Skin,Tamil,6,1 h 42 min,2018.0,16+,"In 1914, a young man arrives at a remote island near the Antarctic Circle to take the post of weather observer only to find himself trapped in a watchtower besieged by deadly creatures which live in hiding on the island."
Kill Line,English,3.4,1 h 32 min,1991.0,18+,"After being wrongly imprisoned, a martial artist seeks revenge for the murder of his brother's family in this thrilling crime-drama."
Balakrishnudu,Telugu,4.7,2 h 16 min,2017.0,13+,"Balakrishnudu movie is all about Balu (Nara Rohit), a con man who is given the responsibility of safeguarding Aadhya (Regina) from a dreaded faction group in Rayalaseema. The reason behind this factionism and how Balu manages to save Aadhya and unites her with her family is the rest of the story."
Paapi,Bengali,7.3,2 h 18 min,1990.0,NR,"Paapi is a 1990 Indian Bengali film, directed by Prabhat Roy and produced by Hillol Das, Ahin Chakraborhty and Manasi Chakraborhty. The film stars Chiranjeet Chakraborthy, Debashree Roy, Abhishek Chatterjee, Dipankar Dey in lead roles. Music of the film was composed by Babul Bose."
Dil Deewana,Telugu,6.8,2 h 5 min,2014.0,All,"Dil Deewana is a Telugu romance movie, directed by Thumma Kiran. The cast of Dil Deewana includes Raj Arjun Reddy,Rohit Reddy."
Chandigarh Amritsar Chandigarh,Punjabi,7.4,1 h 46 mins,2019.0,All,A girl from Chandigarh who comes to Amritsar with the intention of rejecting a prospective groom but ends up spending the day with a complete stranger.
13 Hours: The Secret Soldiers of Benghazi,English,7.3,2 h 24 min,2016.0,18+,"From director Michael Bay, 13 HOURS is the gripping true story of six elite ex-military operators assigned to protect the CIA who fought back against overwhelming odds when terrorists attacked a U.S. diplomatic compound on September 11, 2012."
Brochevaruevarura,Telugu,8,2 h 18 min,2019.0,All,"This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter."
Leatherface,English,5,1 h 27 min,2017.0,18+,"A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge."
